Restaurant Name,Location,Operating Hours,Contact,Category,Item Name,Description,Price,Veg Status
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Kesari Phirni [150 g],,₹175,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Shahi Tukda [5 Pieces],,₹175,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Walnut Brownie Slice,,₹215,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Drinks (Beverages),,₹38.09,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Natural Spring Mineral Water [1 litre],,₹38.09,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Coke Soft Beverage,,₹40,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Sprite Soft Beverage,,₹40,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Schweppes Tonic Water [330 ml],,₹57,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Ginger Ale,,₹60,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Soda [500 ml],,₹20,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Red Bull Soft Beverage [250 ml],,₹119,Unknown
